TransactionDate,Amount,Transaction_Type
2023-10-31 06:44:31,30.63,debit
2024-03-17 08:23:50,197.43,debit
2023-12-30 17:35:09,69.6,credit
2023-07-28 04:06:56,442.42,debit
2023-05-09 04:07:41,148.91,debit
2024-01-19 13:10:11,224.22,credit
2023-12-20 00:05:25,322.88,credit
2024-02-04 17:54:02,103.53,debit
2023-11-15 04:22:19,40.74,debit
2023-11-04 10:21:09,444.87,debit
2023-11-01 05:41:31,136.78,credit
2023-04-02 00:32:57,114.52,debit
2023-12-06 00:55:17,436.29,debit
2023-11-02 17:59:24,368.66,credit
2024-03-03 01:25:43,82.35,credit
2023-10-19 00:33:47,329.89,credit
2023-04-22 04:59:53,203.26,debit
2024-02-10 08:07:04,428.59,credit
2023-11-08 05:41:21,53.1,credit
2023-10-10 12:24:30,141.05,credit
2023-12-31 08:50:38,424.19,debit
2024-03-19 14:34:46,399.54,credit
2023-10-14 03:06:31,424.49,credit
2024-03-15 15:30:48,368.57,credit
2023-05-30 05:37:08,248.27,debit
2023-06-12 13:56:24,194.32,credit
2024-01-01 07:30:16,337.66,credit
2023-12-01 21:09:15,469.95,credit
2023-04-21 11:42:29,163.82,debit
2023-05-05 00:25:38,320.89,credit
2023-09-10 03:51:33,367.88,credit
2023-12-28 22:25:25,158.31,debit
2024-01-11 17:05:53,264.6,credit
2024-02-29 09:46:58,197.1,credit
2023-04-07 06:04:11,199.73,debit
2024-03-21 00:21:13,338.85,credit
2023-11-13 23:47:21,27.38,debit
2024-02-03 16:13:14,399.47,credit
2023-06-15 11:58:52,224.77,credit
2023-12-23 08:49:41,344.66,debit
2023-06-30 03:48:48,275.8,credit
2024-03-10 23:20:50,276.32,debit
2023-12-11 10:33:27,266.68,credit
2023-11-04 20:07:39,414.17,debit
2023-11-02 14:57:40,343.11,debit
2024-02-01 00:11:16,364.66,credit
2024-02-11 23:10:09,141.05,debit
2023-11-16 06:00:36,398.23,debit
2023-10-13 20:27:49,493.04,debit
2024-03-07 10:04:51,163.27,credit
2023-06-12 04:56:14,171.43,credit
2024-02-19 06:36:55,438.34,credit
2023-08-29 06:40:49,142.19,credit
2023-11-11 04:46:10,473.76,debit
2023-07-25 18:16:35,368.18,debit
2023-06-28 22:09:39,196.51,credit
2023-12-04 05:36:56,10.99,credit
2023-06-24 17:12:32,273.06,credit
2024-01-27 13:23:18,421.6,debit
2024-03-29 07:46:55,377.83,credit
2023-08-24 13:14:59,54.31,credit
2023-08-30 02:41:42,25.35,debit
2023-11-16 22:21:25,352.97,debit
2023-08-04 02:22:23,291.58,debit
2023-11-16 02:46:33,146.62,debit
2024-03-22 08:33:09,115.75,debit
2023-09-11 20:07:44,151.58,debit
2023-10-16 15:30:45,18.93,debit
2023-12-20 09:02:39,266.47,debit
2023-06-28 23:00:10,428.82,debit
2024-01-07 15:20:52,332.72,debit
2024-02-08 17:13:57,82.27,debit
2023-09-10 07:22:34,280.81,debit
2023-12-06 18:32:53,241.99,debit
2023-04-04 06:15:29,76.43,credit
2023-05-26 11:55:17,237.04,credit
2023-10-29 12:49:51,442.47,credit
2023-08-31 05:07:06,312.67,credit
2023-12-23 02:20:40,333.03,credit
2024-03-06 14:07:31,440.96,debit
2024-03-12 01:45:07,35.43,credit
2023-08-02 01:20:17,443.7,debit
2023-08-30 13:15:03,211.96,credit
2023-04-05 22:47:57,138.67,credit
2023-08-12 01:40:04,258.72,debit
2023-12-29 13:55:31,150.4,credit
2023-12-01 14:11:22,364.47,credit
2024-02-23 16:42:43,355.58,debit
2024-03-23 10:29:51,482.89,credit
2023-11-22 13:15:25,409.08,debit
2023-06-06 03:52:40,86.72,debit
2023-06-15 13:29:53,468.2,debit
2023-11-22 14:00:43,105.61,debit
2023-10-04 11:03:01,427.33,credit
2024-01-18 06:34:10,397.63,debit
2023-12-09 23:25:48,330.99,credit
2023-10-23 18:15:46,445.09,debit
2023-10-12 17:03:21,269.54,credit
2023-08-26 19:13:51,197.29,debit
2023-07-18 03:52:12,290.36,credit
2023-09-23 14:49:08,266.86,credit
2023-08-01 00:54:29,102.98,credit
2023-05-31 07:28:52,127.44,debit
2024-03-16 15:49:19,408.91,debit
2023-11-29 19:44:31,178.4,credit
2023-11-02 07:22:34,386.98,credit
2023-07-08 01:03:20,245.14,debit
2024-02-21 09:11:50,325.02,debit
2023-05-07 14:11:46,45.38,debit
2024-02-09 09:48:08,420.96,credit
2023-07-10 00:15:41,161.1,credit
2024-03-22 09:22:00,108.01,credit
2023-11-08 20:28:12,182.4,credit
2023-08-14 16:19:52,34.66,credit
2024-03-12 13:41:33,414.13,credit
2023-05-26 07:50:00,244.46,debit
2023-04-21 13:57:02,155.68,credit
2023-04-08 23:50:22,298.67,credit
2023-11-22 11:39:46,380.3,credit
2023-04-28 01:22:00,113.6,credit
2024-03-15 07:07:00,114.05,debit
2023-04-26 21:33:44,282.64,credit
2024-02-12 22:37:06,68.13,credit
2024-02-28 00:23:21,464.66,debit
2024-03-01 13:16:53,493.6,credit
2024-01-15 17:03:22,273.3,credit
2024-02-15 07:37:17,29.97,debit
2023-04-12 10:14:24,93.32,credit
2023-08-01 06:33:21,209.41,credit
2024-02-28 20:15:01,17.69,credit
2024-01-11 07:02:31,341.94,debit
2023-12-27 17:45:30,270.4,credit
2023-04-01 19:15:17,392.99,credit
2024-01-03 18:22:39,414.04,credit
2023-07-10 07:59:49,454.65,credit
2023-10-03 22:51:49,129.71,credit
2023-11-15 10:51:20,132.87,credit
2023-12-02 22:15:21,433.48,debit
2023-12-15 13:25:52,21.86,debit
2023-03-31 10:26:51,298.44,credit
2024-03-01 15:20:53,87.81,credit
2023-12-28 11:34:58,72.51,debit
2023-05-16 18:55:10,202.0,debit
2023-09-22 16:10:10,415.51,credit
2023-12-05 16:04:48,342.5,debit
2023-05-18 06:15:04,344.86,debit
2023-08-25 05:53:27,311.16,debit
2024-03-06 15:51:14,78.9,debit
2023-08-31 15:29:06,35.32,credit
2023-05-04 03:12:57,352.66,debit
2023-04-18 21:54:17,283.06,debit
2023-12-12 01:22:44,253.55,credit
2023-12-01 00:40:59,233.36,debit
2024-02-15 17:27:51,133.58,credit
2023-09-22 01:47:12,255.96,debit
2023-12-27 14:18:54,320.43,credit
2023-08-30 18:49:10,438.99,credit
2023-09-28 13:33:07,240.71,debit
2023-04-02 22:24:40,250.74,debit
2023-06-19 15:58:57,85.83,debit
2023-09-25 05:27:17,32.85,credit
2023-06-28 20:38:56,430.82,credit
2023-06-04 11:35:12,401.21,debit
2023-04-24 07:52:00,16.4,debit
2024-03-16 17:35:15,45.38,credit
2023-10-01 20:09:49,120.16,debit
2023-12-08 18:36:00,356.83,debit
2024-01-16 01:32:16,163.85,credit
2023-08-02 20:11:49,467.95,debit
2023-06-21 19:58:38,119.0,credit
2023-05-29 15:07:27,291.97,debit
2024-01-13 19:34:57,457.11,debit
2023-09-07 09:10:01,130.22,debit
2023-08-03 02:44:41,166.35,debit
2023-09-08 05:15:00,251.47,credit
2023-07-29 10:18:51,255.14,debit
2023-04-16 08:56:43,387.7,credit
2023-11-23 17:05:17,411.95,debit
2023-10-13 09:34:35,280.32,credit
2024-01-20 13:41:13,122.13,credit
2023-04-17 23:26:01,186.57,debit
2024-01-01 21:56:45,177.22,credit
2023-11-17 22:17:09,140.21,credit
2024-02-09 13:42:11,355.98,debit
2023-04-18 12:44:31,478.31,credit
2023-10-07 14:30:00,142.62,debit
2023-08-22 19:39:48,392.98,credit
2024-03-26 18:20:12,222.38,debit
2023-06-07 20:50:20,317.83,debit
2023-07-07 21:18:23,426.31,debit
2024-02-27 23:13:12,311.12,debit
2023-11-19 19:12:30,330.59,debit
2023-12-10 13:21:33,44.72,debit
2023-07-24 10:46:01,372.22,credit
2023-08-09 07:40:58,342.18,debit
2024-01-15 01:26:33,13.42,credit
2023-10-02 05:17:32,381.09,credit
2024-02-03 15:22:07,13.83,credit
2023-06-10 02:16:04,156.6,debit
2023-12-22 07:12:54,485.51,credit
2023-05-12 11:15:23,401.02,debit
2024-02-22 08:02:30,218.71,credit
2023-12-06 12:34:26,428.88,debit
2024-03-17 07:33:39,289.55,credit
2024-01-26 13:12:55,181.61,debit
2024-02-05 09:25:41,234.49,credit
2023-07-30 02:44:29,458.17,credit
2023-09-01 04:18:29,185.49,credit
2023-11-19 17:28:29,267.73,debit
2023-08-04 00:37:43,278.31,debit
2024-03-27 07:09:57,429.09,credit
2023-05-07 09:00:44,193.02,debit
2023-04-18 00:53:33,350.42,credit
2023-08-27 09:44:58,340.41,debit
2024-03-05 08:07:37,232.99,credit
2024-03-10 22:27:36,340.55,credit
2023-10-08 09:28:51,298.81,credit
2024-01-03 22:34:08,22.2,credit
2023-05-27 00:50:18,109.01,debit
2023-05-30 22:34:02,307.31,credit
2023-10-07 05:26:00,436.58,credit
2023-11-09 10:46:58,134.9,credit
2023-06-01 08:08:18,409.67,debit
2024-01-01 22:10:59,216.73,credit
2023-11-09 16:02:11,444.09,credit
2024-02-02 11:44:05,264.74,debit
2024-03-16 20:51:04,271.71,debit
2023-12-12 16:37:33,173.44,debit
2024-02-22 10:56:40,494.01,debit
2023-10-27 07:45:49,431.37,credit
2024-02-21 16:45:54,265.18,debit
2023-08-16 23:02:19,77.47,debit
2023-04-20 19:25:13,77.75,credit
2023-08-31 15:16:52,336.14,credit
2023-12-28 11:13:04,205.89,credit
2023-06-18 12:29:52,373.6,debit
2023-08-23 18:05:35,33.22,debit
2023-06-11 19:29:19,387.7,credit
2023-04-15 04:07:42,236.54,debit
2023-09-23 16:38:45,492.75,credit
2023-05-24 03:14:13,325.76,debit
2023-09-08 14:48:11,223.58,debit
2024-01-04 10:59:44,259.06,credit
2023-08-04 07:49:17,88.9,debit
2024-03-04 08:22:57,58.8,debit
2024-03-17 12:17:18,353.99,debit
2024-01-29 09:39:32,442.83,debit
2023-08-02 18:57:43,288.23,credit
2023-08-12 15:39:40,359.26,credit
2023-04-10 05:00:33,278.01,debit
2023-08-15 16:13:58,439.36,debit
2023-03-31 13:24:37,93.12,debit
2023-04-05 21:46:42,82.29,credit
2023-08-02 00:52:28,242.21,debit
2023-06-20 03:20:42,425.98,debit
2023-04-06 00:19:44,191.27,credit
2023-04-09 18:39:02,314.05,credit
2024-02-17 16:46:34,89.11,debit
2023-12-19 02:55:12,236.98,debit
2023-12-17 08:15:10,174.28,debit
2023-08-25 13:27:24,149.4,debit
2024-03-19 06:21:50,430.98,credit
2023-05-30 01:17:44,483.93,credit
2023-05-07 00:34:48,86.7,debit
2023-06-29 06:30:55,389.05,debit
2023-07-11 19:10:54,373.47,credit
2023-11-05 01:13:36,444.25,credit
2023-08-25 23:43:06,66.97,debit
2023-09-27 06:10:45,195.25,credit
2023-09-11 17:41:55,456.52,credit
2023-11-10 19:48:47,69.58,credit
2024-02-01 12:34:15,169.77,credit
2023-04-27 23:21:50,164.84,debit
2023-08-01 23:07:40,155.39,credit
2024-03-10 09:31:23,378.38,credit
2023-10-17 22:30:10,334.51,credit
2024-03-03 07:13:18,109.38,credit
2024-02-10 03:18:01,420.36,credit
2024-01-13 21:35:23,185.94,credit
2023-11-19 07:42:13,436.96,debit
2023-07-22 20:18:57,363.01,debit
2023-11-22 08:56:09,20.64,debit
2024-02-22 18:40:55,28.23,debit
2023-09-05 07:09:36,352.43,credit
2023-09-21 23:57:10,370.67,debit
2024-02-10 02:55:26,492.38,credit
2024-02-23 04:52:22,34.04,credit
2024-03-05 11:15:42,139.68,debit
2023-04-11 02:45:07,423.55,credit
2023-08-24 16:10:19,75.95,credit
2023-11-27 22:43:16,186.79,debit
2023-05-02 02:27:59,52.73,debit
2024-03-17 04:02:08,352.67,debit
2023-09-13 23:02:03,97.3,credit
2023-06-24 12:51:24,465.57,credit
2023-08-15 04:12:18,498.79,credit
2023-05-06 23:13:10,247.1,debit
2023-10-23 14:48:34,97.82,debit
2023-08-20 18:33:49,478.09,debit
2023-08-21 03:28:26,413.12,credit
2023-03-31 11:24:06,315.1,debit
2023-06-17 09:58:24,497.39,debit
2023-10-16 13:51:14,221.84,debit
2023-09-04 06:32:35,371.22,credit
2023-06-07 18:51:59,274.3,credit
2023-07-05 20:07:42,254.57,credit
2023-09-20 00:23:31,374.78,credit
2024-03-06 03:22:48,291.8,debit
2023-09-18 02:14:46,199.44,debit
2023-08-29 15:41:28,75.91,debit
2024-01-05 08:09:02,16.18,credit
2023-04-09 13:24:22,225.32,debit
2023-09-26 17:12:01,247.18,credit
2023-07-31 10:19:01,330.46,credit
2023-05-20 11:38:35,135.73,credit
2023-09-26 01:39:41,43.95,credit
2023-08-23 14:38:52,182.32,debit
2023-08-03 21:52:06,434.39,debit
2023-12-05 03:55:39,139.69,credit
2024-03-05 11:48:34,73.42,debit
2024-01-26 22:39:49,45.98,debit
2023-07-29 08:40:13,370.78,credit
2024-03-17 12:39:58,448.71,credit
2024-02-19 06:16:19,389.51,credit
2023-07-11 12:21:07,66.36,credit
2023-08-04 11:03:48,379.1,debit
2023-07-08 06:44:47,102.2,debit
2023-08-01 02:40:16,441.87,credit
2024-02-11 19:39:07,449.88,credit
2024-03-18 16:13:17,453.15,debit
2023-10-15 04:58:32,449.49,debit
2023-08-16 05:17:33,113.54,debit
2023-05-24 04:33:23,307.99,credit
2023-04-03 16:54:56,320.61,debit
2023-10-08 18:27:47,404.07,debit
2024-01-03 12:12:35,233.92,credit
2023-11-14 03:09:30,382.98,debit
2024-03-15 10:39:48,179.67,credit
2023-05-20 20:15:11,230.85,debit
2023-10-07 19:10:08,105.8,debit
2023-11-27 04:25:05,281.5,credit
2023-09-12 11:03:32,207.04,credit
2023-06-07 22:00:15,266.84,credit
2023-07-26 03:55:52,481.16,credit
2023-04-26 06:34:25,154.67,credit
2023-09-21 21:46:22,228.16,credit
2024-02-06 08:53:12,57.12,debit
2024-01-11 17:09:03,339.07,debit
2023-07-07 08:08:48,339.7,debit
2024-03-15 20:44:58,219.39,debit
2023-08-01 20:22:18,199.39,debit
2024-02-18 23:52:35,15.48,credit
2024-01-10 14:57:50,232.81,debit
2024-03-16 23:26:54,138.63,credit
2023-05-13 10:19:41,51.77,credit
2023-08-02 14:07:55,490.24,debit
2023-03-30 11:03:36,371.73,debit
2023-04-11 13:57:31,221.16,credit
2023-10-16 21:59:24,316.31,credit
2023-10-14 04:53:08,246.15,credit
2024-03-15 21:57:10,364.53,debit
2023-07-06 21:45:47,136.93,debit
2023-07-30 17:09:52,359.81,credit
2024-02-26 11:26:15,174.24,debit
2023-08-26 12:07:37,356.97,credit
2023-12-22 17:38:05,437.17,debit
2023-08-05 01:29:45,398.88,credit
2023-10-14 18:18:51,213.1,credit
2023-09-11 00:08:35,375.1,debit
2023-04-30 08:40:23,131.5,debit
2023-04-12 19:36:25,358.42,debit
2023-07-27 07:18:29,106.33,credit
2024-02-04 12:18:11,176.4,debit
2023-11-07 11:59:49,402.09,debit
2023-11-21 18:35:58,360.21,debit
2023-04-14 19:23:40,360.2,credit
2023-07-14 13:05:16,109.18,credit
2024-02-22 15:58:25,422.49,credit
2023-11-03 16:49:52,470.48,credit
2023-12-09 20:50:12,292.23,debit
2024-03-16 16:14:53,161.53,debit
2024-02-26 22:40:38,27.94,debit
2023-11-23 15:18:13,403.64,credit
2023-10-18 07:37:28,465.69,credit
2023-07-04 21:25:58,403.87,credit
2024-01-22 09:13:04,44.88,debit
2023-10-23 03:16:32,432.6,debit
2023-09-25 21:23:03,395.07,credit
2024-03-01 22:32:21,268.98,credit
2024-02-07 08:49:26,442.9,debit
2023-06-26 02:00:13,20.17,credit
2023-08-28 09:33:39,96.03,debit
2023-10-08 06:29:11,218.74,credit
2023-09-20 10:39:04,315.54,credit
2023-07-23 08:46:39,229.66,debit
2024-03-10 16:45:42,103.01,debit
2023-07-25 19:22:27,188.52,debit
2023-06-19 15:36:52,85.19,credit
2024-01-27 06:25:57,263.96,credit
2024-02-23 02:34:54,293.18,debit
2024-01-14 15:48:07,247.34,credit
2023-07-09 21:06:32,118.35,debit
2023-11-11 03:12:46,439.84,debit
2024-01-07 17:38:39,206.57,debit
2023-07-08 05:03:38,25.48,credit
2023-08-14 17:24:23,464.06,debit
2023-08-31 22:51:11,162.14,credit
2023-09-19 01:30:00,465.7,credit
2023-09-17 10:45:27,445.58,credit
2024-03-11 12:58:33,467.38,credit
2023-07-05 07:56:52,143.68,credit
2023-07-13 15:32:42,381.27,credit
2023-11-06 16:23:21,426.25,debit
2023-06-14 03:15:47,392.18,credit
2024-01-25 19:21:29,471.42,credit
2024-01-16 06:54:05,258.22,credit
2023-08-14 18:55:55,220.14,debit
2023-12-11 13:03:57,308.8,debit
2023-08-21 23:43:23,55.9,credit
2024-01-25 14:19:30,68.08,credit
2023-07-28 12:16:44,281.74,debit
2023-11-03 11:37:26,297.46,credit
2023-11-13 23:23:19,472.51,credit
2023-09-15 01:45:11,409.31,credit
2023-06-27 11:28:01,178.74,debit
2023-10-21 01:31:42,435.1,credit
2024-02-28 10:49:22,153.34,credit
2023-11-18 17:48:00,327.95,debit
2023-06-03 13:28:07,410.42,debit
2023-10-06 02:58:33,82.82,debit
2023-11-22 22:11:13,200.66,credit
2023-05-23 06:31:52,272.07,debit
2023-12-12 02:57:31,446.96,credit
2023-09-20 06:13:51,26.09,debit
2023-11-18 03:34:43,477.51,credit
2023-12-14 11:47:35,358.97,debit
2024-01-18 00:31:15,199.34,credit
2023-09-20 20:40:17,39.88,debit
2023-11-12 17:14:34,446.52,credit
2023-08-07 08:28:26,137.23,credit
2023-05-25 18:46:09,22.11,debit
2024-01-28 20:33:13,46.55,debit
2023-05-18 05:12:07,367.23,credit
2023-10-02 11:12:36,227.67,credit
2023-07-28 04:02:29,391.3,credit
2023-11-22 17:20:39,190.56,credit
2024-01-23 04:11:07,61.76,debit
2024-02-16 10:48:28,258.78,debit
2023-09-24 21:06:04,491.92,credit
2023-10-14 02:11:09,438.52,credit
2023-06-08 21:22:16,28.21,debit
2023-05-22 09:26:22,37.16,debit
2024-01-23 12:52:49,354.3,debit
2023-05-06 23:49:22,466.95,debit
2023-08-15 09:52:16,329.24,credit
2023-07-03 15:46:50,237.39,debit
2023-12-26 10:55:08,219.12,credit
2024-01-27 22:12:55,420.6,credit
2024-01-17 15:57:23,263.44,debit
2023-09-15 05:28:33,97.46,credit
2023-12-22 00:32:26,35.49,debit
2024-03-26 22:23:39,154.48,debit
2023-09-18 06:30:24,290.77,debit
2023-12-10 19:05:18,410.37,credit
2023-06-19 03:40:28,67.35,debit
2023-06-25 09:42:31,153.79,credit
2023-05-01 11:22:22,142.09,credit
2023-12-10 10:44:09,367.67,credit
2023-08-29 21:14:54,471.66,credit
2024-01-13 09:51:05,238.26,debit
2023-06-02 09:35:47,393.15,credit
2023-09-21 10:45:55,181.78,credit
2023-07-23 12:19:21,57.81,debit
2023-08-22 15:24:34,73.64,debit
2023-09-25 09:55:13,189.24,credit
2023-08-08 09:42:53,399.24,debit
2023-11-01 08:25:07,406.72,credit
2023-10-04 22:58:29,227.18,credit
2023-12-17 16:55:52,216.69,debit
2024-03-23 15:13:00,151.4,credit
2023-05-12 07:52:39,352.73,debit
2023-05-12 13:18:49,43.23,debit
2023-04-06 10:08:04,293.64,debit
2023-09-08 11:02:01,421.83,credit
2024-02-26 08:00:27,59.09,debit
2023-07-25 21:04:07,61.12,debit
2024-02-23 15:50:06,323.24,credit
2024-01-29 16:51:46,201.22,credit
2023-06-05 05:39:15,210.79,credit
2023-10-25 05:25:42,424.05,credit
2023-09-12 15:53:14,89.19,debit
2024-02-11 13:35:15,222.89,credit
2023-04-16 14:50:30,102.52,debit
2023-06-18 00:29:17,453.41,debit
2023-05-04 19:53:51,453.45,credit
2023-11-06 20:23:09,150.99,credit
2023-11-14 08:55:26,20.76,credit
2023-08-26 02:09:19,197.7,debit
2023-09-15 01:30:09,92.95,credit
2023-10-20 22:35:41,13.15,debit
2024-01-07 13:33:24,217.15,credit
2023-10-17 03:26:41,336.1,credit
2024-03-20 03:32:33,273.45,credit
2023-10-09 09:03:14,153.25,credit
2024-02-29 08:30:47,316.17,debit
2023-09-05 03:27:23,171.56,credit
2023-10-14 20:43:38,304.78,debit
2023-10-21 20:15:09,166.88,debit
2023-07-11 08:12:15,119.69,credit
2024-03-15 06:09:22,221.1,debit
2023-10-22 07:23:41,262.3,debit
2023-08-19 18:34:12,120.24,debit
2023-07-24 02:25:36,433.92,credit
2023-04-05 04:40:35,474.11,debit
2023-05-19 01:22:00,230.65,debit
2023-05-26 02:27:48,440.79,debit
2023-10-14 19:31:35,459.25,debit
2024-03-04 01:38:12,411.78,credit
2023-06-11 23:02:26,269.77,debit
2023-10-15 13:31:14,418.87,credit
2023-08-31 15:14:59,498.61,credit
2023-12-05 00:01:47,301.71,credit
2023-11-28 05:12:38,194.74,credit
2023-10-02 17:22:28,340.74,credit
2023-04-01 17:34:10,377.54,debit
2024-02-11 06:01:11,309.79,debit
2024-01-21 14:32:09,22.24,credit
2023-09-07 19:54:29,17.08,credit
2023-10-11 13:22:38,477.97,debit
2023-10-11 11:54:08,361.31,debit
2023-04-30 02:57:24,384.38,credit
2024-02-12 04:04:54,276.42,credit
2023-10-04 21:01:03,217.74,credit
2024-01-27 17:28:53,41.35,debit
2024-01-07 18:54:18,225.19,debit
2023-09-12 04:08:16,437.41,credit
2023-06-30 06:49:02,172.94,debit
2024-03-05 02:58:59,435.49,credit
2024-02-14 16:33:43,80.84,debit
2023-07-25 18:20:45,257.64,credit
2023-10-24 09:08:43,465.91,credit
2023-10-29 04:12:57,325.22,debit
2023-11-04 10:06:59,35.52,debit
2023-06-25 10:49:40,58.66,credit
2023-08-05 00:08:24,12.8,credit
2023-11-12 17:40:06,329.92,credit
2023-09-01 17:35:17,208.54,debit
2023-12-30 08:09:45,166.96,debit
2023-10-20 23:48:11,140.13,debit
2023-11-07 09:34:42,208.95,debit
2023-05-24 18:31:30,458.95,debit
2023-10-03 00:43:18,189.53,credit
2023-11-20 19:19:00,332.21,credit
2023-12-22 03:47:23,76.49,credit
2023-07-20 00:05:54,179.48,credit
2024-03-07 14:13:25,498.73,debit
2023-06-11 12:46:23,94.91,credit
2023-06-20 07:19:05,459.25,credit
2023-05-31 18:22:51,121.16,credit
2023-09-09 04:13:41,205.13,debit
2023-09-08 17:01:42,38.69,debit
2023-06-29 05:29:27,100.3,debit
2024-03-19 21:17:26,189.05,debit
2023-10-08 02:49:34,141.14,debit
2023-11-24 23:14:07,126.63,credit
2023-07-17 02:39:05,444.26,debit
2023-09-24 12:32:36,288.92,credit
2023-09-24 17:05:16,25.55,debit
2023-05-02 00:55:43,294.58,credit
2023-10-06 14:27:34,132.23,debit
2024-02-03 01:47:47,292.69,credit
2023-07-09 03:32:54,370.89,credit
2023-10-02 17:40:36,36.81,debit
2023-06-09 06:08:44,79.94,debit
2023-06-06 13:57:09,183.58,credit
2024-02-16 13:29:20,196.31,debit
2023-05-27 23:45:13,141.54,credit
2023-10-17 09:21:35,213.2,debit
2023-08-08 22:09:23,152.05,credit
2023-11-29 16:56:18,230.36,credit
2023-11-29 14:04:18,97.27,debit
2024-02-06 19:05:52,105.75,debit
2023-09-09 15:06:48,196.7,credit
2023-09-28 21:34:33,405.92,debit
2024-03-14 20:05:27,37.28,debit
2023-07-07 07:57:31,439.9,debit
2023-12-22 14:20:15,44.93,debit
2023-05-23 17:42:33,315.33,credit
2023-09-01 05:19:12,278.39,credit
2023-04-13 14:48:37,176.3,debit
2023-04-14 09:09:48,260.97,credit
2023-09-18 03:12:14,476.49,debit
2023-07-13 05:39:06,288.1,debit
2023-04-06 09:33:49,462.24,credit
2023-06-24 16:51:55,289.37,credit
2023-09-16 10:15:38,150.4,debit
2024-02-04 08:55:23,320.92,credit
2023-12-11 17:21:16,224.42,debit
2024-01-27 20:05:32,51.33,credit
2023-11-30 09:03:53,326.49,credit
2023-11-05 04:34:11,326.78,credit
2023-05-27 05:21:41,306.21,debit
2023-07-29 11:07:14,29.2,credit
2023-12-10 03:04:43,185.92,debit
2023-10-19 07:39:47,347.75,credit
2023-10-30 05:56:50,308.32,debit
2023-05-14 00:11:27,329.28,debit
2023-08-27 04:55:30,202.45,debit
2023-07-15 20:54:11,461.34,debit
2023-04-01 19:16:15,462.77,debit
2023-05-26 07:45:15,478.82,debit
2023-09-08 09:31:21,342.63,debit
2023-06-20 23:09:22,462.36,debit
2023-08-21 04:02:58,184.48,credit
2023-08-10 11:51:57,213.27,credit
2023-11-08 09:26:24,315.6,debit
2023-11-24 03:54:18,130.4,debit
2023-10-04 07:52:55,471.84,credit
2023-12-25 10:09:34,372.3,credit
2023-09-25 23:07:37,185.56,debit
2023-12-28 09:10:01,309.98,credit
2024-01-20 20:18:11,282.27,credit
2023-10-07 10:41:57,11.31,credit
2023-08-16 03:14:36,283.89,debit
2023-05-10 23:47:00,115.16,debit
2023-07-16 21:31:26,485.59,debit
2023-09-27 16:31:39,411.17,credit
2023-04-20 14:49:03,101.91,credit
2024-01-14 12:44:27,91.49,credit
2023-09-28 04:54:24,111.92,debit
2024-03-19 21:05:33,46.52,debit
2023-07-21 13:15:34,441.2,credit
2023-04-11 01:53:34,79.9,debit
2023-04-27 23:03:18,186.27,debit
2023-06-01 08:37:58,341.0,credit
2024-02-06 00:59:00,172.08,credit
2024-02-20 19:09:51,388.46,credit
2023-11-05 21:25:46,471.88,debit
2023-11-27 10:00:00,314.12,debit
2023-09-05 14:53:58,59.35,credit
2023-10-04 21:48:44,406.65,debit
2024-01-31 08:42:40,91.55,credit
2024-01-07 09:43:33,319.7,credit
2023-05-15 02:55:44,187.48,credit
2023-06-01 19:56:10,343.77,debit
2024-03-28 06:45:24,329.42,debit
2023-07-12 21:32:13,315.17,debit
2023-04-07 22:03:51,454.13,debit
2023-07-04 13:05:04,473.89,debit
2023-10-27 23:12:26,174.6,debit
2023-10-26 16:53:04,486.97,credit
2023-05-04 00:56:10,486.93,credit
2023-11-23 23:51:26,73.07,debit
2024-03-21 14:19:14,285.32,credit
2023-04-25 17:55:55,13.9,credit
2023-06-01 05:09:44,388.56,credit
2024-01-24 06:28:11,198.73,debit
2023-09-02 05:54:34,315.8,credit
2023-08-28 19:43:47,278.61,credit
2023-10-31 09:24:37,91.83,debit
2023-06-27 06:18:42,232.61,credit
2024-03-19 23:52:53,366.18,credit
2023-06-27 17:41:36,133.76,credit
2024-01-24 10:59:47,353.96,credit
2023-08-02 22:30:48,481.06,debit
2023-05-14 16:19:49,24.8,credit
2023-05-28 02:35:19,71.69,debit
2023-09-21 10:23:10,463.64,debit
2023-12-24 18:58:59,25.01,debit
2024-02-06 22:22:14,223.15,debit
2023-09-23 16:32:50,129.6,credit
2023-04-07 02:41:27,26.38,debit
2023-04-14 06:10:51,250.79,debit
2023-11-25 05:28:51,102.31,debit
2023-11-23 14:33:57,220.94,credit
2023-07-29 06:25:29,149.75,credit
2023-11-30 15:51:26,256.61,credit
2023-10-22 07:31:16,50.93,debit
2023-10-31 11:27:23,35.54,credit
2023-06-20 14:12:31,299.36,debit
2023-05-27 01:58:18,344.22,credit
2024-01-18 20:34:45,78.91,debit
2023-07-13 06:54:32,417.36,debit
2024-01-01 21:54:42,234.89,debit
2023-07-01 10:21:15,435.61,credit
2023-06-11 08:39:43,295.56,credit
2023-07-10 00:45:07,355.63,credit
2023-09-27 12:09:32,13.82,credit
2023-12-19 00:43:06,79.01,debit
2024-01-14 13:13:33,439.36,debit
2023-04-15 18:43:24,179.06,credit
2023-09-15 12:43:51,232.94,debit
2023-09-15 16:29:48,457.45,debit
2023-07-03 22:27:24,53.55,credit
2023-09-09 14:15:31,254.04,debit
2024-01-23 18:39:47,468.27,debit
2024-03-11 00:47:14,191.19,credit
2023-06-23 02:09:43,230.96,debit
2023-11-20 08:16:54,237.52,debit
